fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2023-2024,March,31,UTTAR PRADESH,3109,BIJNOR,4508279,229.471153144266,32,302,3356.720239409,13593,5,20066,4371179,1659315,125645,19864,946,506.26712,13893.582216709,133666,164812,208941,295577,3198,251771,346868,33659,10030.5948573,1331797,31,44.21,13.69,101.1,NA
2023-2024,March,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,948810,229.852850185933,44,48,615.48988983,2139,4,7835,946847,262808,15227,1321,118,57.86139,2849.70609623,21328,23891,45014,51682,1034,76201,86147,9974,2176.3548164,354239,18,29.85,42.36,104.1,NA
2023-2024,March,31,UTTAR PRADESH,3119,MATHURA,2876170,231.771176331793,45,100,2873.598186778,3224,19,15803,2801412,762097,43644,4940,299,349.52745,9715.991183078,61241,76688,105758,143180,2716,130634,176572,19027,6492.8655463,1114106,15,45.35,19.18,99.88,NA
2023-2024,March,31,UTTAR PRADESH,3124,BUDAUN,3533938,225.890550220145,43,644,1969.438479393,7300,3,40106,3697102,692766,41730,3067,183,445.0304,10765.872929393,85403,95773,165576,199066,5044,214507,257152,47406,8351.40405,1080518,56,29.38,20.05,102.58,NA
2023-2024,March,31,UTTAR PRADESH,3129,SITAPUR,11722405,232.289455714126,53,1196,11966.33351437,33276,4,67172,12225230,4279354,248513,9614,396,1678.43732,42042.69106117,226656,287001,420973,604964,23068,561595,778417,100448,28397.9202268,4058926,63,26.68,20.61,102.57,NA
2023-2024,March,31,UTTAR PRADESH,3131,UNNAO,4089697,230.493124495165,49,302,2389.329822102,14016,0,26618,4032261,1302812,86645,4733,384,525.45106,12208.865248802,81039,91194,179888,226572,4589,241095,294728,40634,9294.0843667,1450083,48,25.36,25.87,102.85,NA
2023-2024,March,31,UTTAR PRADESH,3137,KANPUR NAGAR,1493571,231.377310346937,40,327,780.213517753,6401,0,14953,1471160,527185,43228,15044,1129,281.97334,4466.117296653,36292,42331,73832,102065,1645,107148,141055,21354,3403.9304389,458305,45,33.29,12.09,102.21,NA
2023-2024,March,31,UTTAR PRADESH,3143,FATEHPUR,5321432,232.061531354026,53,625,3570.607553456,17619,6,41296,5581851,1774958,91854,3057,105,653.0575,17176.993961956,104938,118090,186485,233034,7512,246617,300613,58915,12953.3289085,2679729,70,29.56,11.85,100.61,NA
2023-2024,March,31,UTTAR PRADESH,3146,BAHRAICH,12155225,229.179321299724,60,348,6588.913456963,35517,9,65075,12045818,2319805,85990,68193,2326,1148.26271,35343.700104363,197841,231244,302940,377212,27618,378686,463047,100592,27606.5239374,5615445,66,31.73,12.52,100.91,NA
2023-2024,March,31,UTTAR PRADESH,3149,AYODHYA,4228759,228.944776875642,49,128,5431.18804217401,13675,0,20866,4278242,1560149,93406,6020,365,364.65779,15590.657433274,86480,98332,177166,243054,6277,226239,301095,34541,9794.8116011,2039514,39,30.22,26.62,101.43,NA
2023-2024,March,31,UTTAR PRADESH,3155,DEORIA,4427927,229.088521643669,50,219,3874.309855221,13058,55,22254,4293126,977093,44288,146648,6363,988.67465,14698.043390921,85234,90965,156422,178279,4799,201798,228132,35312,9835.0588857,1754520,28,40.69,23.78,99.86,NA
2023-2024,March,31,UTTAR PRADESH,3156,MAU,4952236,230.717152999774,48,372,5728.209411578,15255,10,17084,4868700,1644962,85090,70040,3243,575.0606,17536.196039678,100255,114758,188129,238023,4449,244429,301264,32339,11232.9260281,2555821,44,28.45,30.87,100.2,NA
2023-2024,March,31,UTTAR PRADESH,3157,AZAMGARH,9151624,227.836968217865,51,434,8263.543141756,32429,14,71197,9405158,3309731,148283,21379,767,1095.00129,30786.971275056,183403,197794,328108,378815,12188,420042,500622,103626,21428.4268433,4678633,65,20.14,27.91,101.22,NA
2023-2024,March,31,UTTAR PRADESH,3163,SONBHADRA,4997486,230.715569243366,46,715,5340.60237737401,22293,1,35862,4924414,1397445,94472,1440357,91536,491.719,17193.711169374,105910,143993,204049,311381,11974,254418,380320,58155,11361.389792,2569355,73,35.84,25.11,100.14,NA
2023-2024,March,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,6770,230.897190393973,16,1,0,5,14,263,6371,2152,348,116,15,0,14.71046,377,390,897,996,0,11330,12756,268,14.71046,1407,12,92.46,2.72,135.27,NA
2023-2024,March,31,UTTAR PRADESH,3167,AMROHA,3860064,231.589257236858,49,164,3619.954446824,9739,0,13704,3857717,936064,45290,1758,65,453.09257,13007.105163424,78476,95379,119834,166049,8314,144033,195497,23443,8934.0581466,982044,28,33.03,32.93,101.1,NA
2023-2024,March,31,UTTAR PRADESH,3172,KUSHI NAGAR,5604821,229.866487575791,45,634,5794.823389707,16129,5,38524,5663419,1387576,85116,37017,2057,743.91512,19557.040841707,123788,150804,232251,315181,5539,346809,464256,54653,13018.302332,2340339,45,36.36,12.77,101.64,NA
2023-2024,March,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,7196093,228.166626464288,54,255,8758.35752639301,21137,10,41076,7240036,2366563,84125,5931,215,545.15222,25822.855642393,133271,148137,201944,241345,8807,233860,276442,62213,16519.345896,4063627,57,27.14,23.48,99.91,NA
2023-2024,March,31,UTTAR PRADESH,3180,KASHGANJ,2866343,231.369179649995,44,453,2875.801981703,4364,0,10072,2753788,594650,30477,2664,95,450.72376,9697.942446603,62196,73551,96682,133222,1730,110859,149412,14436,6371.4167049,721322,25,36.27,11.11,102.01,NA
2023-2024,March,31,UTTAR PRADESH,3181,AMETHI,4640395,228.91061497581,53,189,4614.308511238,17745,0,34209,4763602,1315600,71998,106,2,466.99613,15985.695274438,89743,106364,169544,229651,6391,217507,284787,51954,10904.3906332,1994216,61,24.41,19.28,101.81,NA
2023-2024,June,31,UTTAR PRADESH,3179,MAHOBA,644530,187.063125067879,38,29,65.66548,1409,1,14851,644530,117128,32429,408,121,29.85011,1301.19355,16638,23183,60577,109099,224,77813,139275,16260,1205.67796,267664,61,34.84,14.89,100.27,NA
2023-2024,June,31,UTTAR PRADESH,3181,AMETHI,1671761,185.915751591957,30,99,105.76767,4965,0,40503,1671685,456915,71705,60,2,105.24661,3318.940012,54090,62866,168110,227980,71,215605,333015,45468,3107.925732,732624,59,20.5,24.84,101.18,NA
2023-2024,June,31,UTTAR PRADESH,3183,SHAMLI,99297,176.682260627731,23,3,0,264,23,4853,100680,19531,4423,422,46,0.6078,178.4915,4364,5052,21127,25980,0,42202,61406,5117,177.8837,35780,14,21.48,36.72,99.95,NA
2023-2024,June,31,UTTAR PRADESH,3184,SAMBHAL,879292,188.573096467962,22,145,62.76847,2009,33,20264,897697,243383,41055,239,35,46.12301,1801.7065098,40144,45288,106244,134627,45,134156,238181,22273,1692.8150298,253811,22,49.6,10.32,101.83,NA
2023-2024,July,31,UTTAR PRADESH,3119,MATHURA,1407955,204.977078550096,29,72,1366.226258178,1357,30,15561,1407955,398957,43552,2326,297,50.60362,4302.814904478,47039,58193,105292,142662,45,129708,190943,16918,2885.9850263,557356,10,47.55,24.27,99.7,NA
2023-2024,July,31,UTTAR PRADESH,3120,AGRA,2909211,204.721060726504,38,194,580.883900594,1640,4,23155,2900908,824539,56697,12800,844,113.31568,6632.969208894,75936,95928,133678,185389,536,166723,237310,24795,5938.7696283,1154686,40,49.77,20.88,100.36,NA
2023-2024,July,31,UTTAR PRADESH,3135,ETAWAH,1065953,206.133978320302,29,86,881.243662257,1693,1,17346,1065882,369295,45959,1269,148,62.35439,3140.743023057,36747,40675,101788,124077,116,123849,190637,19039,2197.1449708,303844,34,26.17,28.66,100.3,NA
2023-2024,July,31,UTTAR PRADESH,3136,KANPUR DEHAT,907816,203.895546449864,25,158,628.937601017,5008,2,23425,907613,358086,58581,732,145,63.94561,2543.465697017,35105,40652,106320,140701,42,142380,196097,28433,1850.582486,296921,51,34.02,17.07,100.39,NA
2023-2024,July,31,UTTAR PRADESH,3153,BASTI,7576964,208.828434471734,41,229,9232.185706808,7803,21,44957,7576944,2006253,108644,393,12,212.47246,25267.471702808,182896,207706,318720,399688,1099,382316,566242,52760,15822.813536,3868972,36,38.27,37.13,101.15,NA
2023-2024,July,31,UTTAR PRADESH,3154,GORAKHPUR,3961273,212.802334030671,39,134,2944.023322944,4460,13,39021,3961259,1359323,100597,6078,366,210.07874,11583.753671944,100279,109165,236151,288915,536,319920,388196,43481,8429.651609,1864554,42,26.93,44.11,99.91,NA
2023-2024,July,31,UTTAR PRADESH,3159,BALLIA,2869440,209.643926400674,36,98,2347.118579506,11480,16,40466,2867173,519770,57344,97855,9486,174.05401,8532.026643406,78507,86674,194440,241831,175,267208,353451,51946,6010.8540539,1537166,56,30.39,24.74,100.03,NA
2023-2024,July,31,UTTAR PRADESH,3162,MIRZAPUR,2178303,200.362898651456,32,116,1159.030239758,5449,1,32987,2178275,836804,129124,22279,3225,127.33676,5650.821930358,67629,86142,201837,300720,232,259310,398549,38436,4364.4549306,1106614,55,36.94,16.2,99.94,NA
2023-2024,July,31,UTTAR PRADESH,3166,HATHRAS,641051,197.435729357605,24,27,304.304979343,1089,13,10928,641023,204173,27817,726,63,47.95533,1617.868744743,25782,29782,64302,84257,31,75270,111253,12017,1265.6084354,140394,13,62.14,9.71,100.22,NA
2023-2024,July,31,UTTAR PRADESH,3167,AMROHA,1963309,212.401054036833,32,112,2797.390766594,2449,1,16032,1963309,474494,45022,1071,62,98.88768,7066.367456594,61203,71951,118749,164757,339,142527,206447,18481,4170.08901,517087,24,28.88,61.93,99.84,NA
2023-2024,July,31,UTTAR PRADESH,3169,AURAIYA,944654,203.623764934925,27,38,864.819187343,3222,6,14586,944598,402900,47257,3946,378,77.71864,2865.963838443,33889,37712,85997,108009,24,115644,182497,17808,1923.4260111,257028,37,37.79,6.72,100.77,NA
2023-2024,July,31,UTTAR PRADESH,3171,CHANDAULI,3236262,208.647701701761,40,196,2453.771093891,5184,16,26423,3236412,911481,68470,17227,1056,143.22104,9349.691389491,79388,104628,146607,218077,1033,172552,284530,31607,6752.6992556,1290263,40,51.3,18.44,109.46,NA
2023-2024,July,31,UTTAR PRADESH,3181,AMETHI,2038906,212.856247418878,33,104,2742.356069246,7524,0,39182,2038842,551788,71770,90,2,140.31959,7222.478231246,60569,70425,168366,228275,146,215929,327182,46706,4339.802572,881968,60,23.28,26,101.61,NA
2023-2024,July,31,UTTAR PRADESH,3182,HAPUR,157311,212.688101871287,31,8,0,165,11,1690,157218,81931,5028,10,7,0,334.38398,4975,5374,10320,11353,5,15611,21343,1855,334.38398,65923,12,37.47,12.15,100.56,NA
2023-2024,Aug,31,UTTAR PRADESH,3111,RAMPUR,2113043,216.527281137729,35,172,4351.15279578701,3320,5,19563,2112630,429084,37635,757,63,77.63135,9003.20444528701,58782,65902,124253,151821,417,153371,192077,22883,4574.4202995,487471,27,29.62,27.82,104.25,NA
2023-2024,Aug,31,UTTAR PRADESH,3118,ALIGARH,1888811,218.545759493436,28,151,2581.978790339,2456,3,24661,1888647,466111,44984,2295,244,68.51896,6778.055680639,66937,74270,146544,177077,220,181526,237269,27117,4127.5579303,512246,24,44.24,30.59,99.95,NA
2023-2024,Aug,31,UTTAR PRADESH,3124,BUDAUN,1653320,212.344817961937,29,234,1284.552662936,2822,14,36660,1651715,338615,41511,1511,180,102.03776,4893.921632936,55670,61410,163325,196354,84,211269,261299,39482,3507.33121,489281,48,44.49,9.81,100.46,NA
2023-2024,Aug,31,UTTAR PRADESH,3138,JALAUN,5902874,211.572237216112,47,547,3288.471783502,6110,1,28047,5901589,1768810,89744,498,11,125.27593,15899.871592102,123619,166675,180880,267946,2463,205441,347689,34157,12486.1238786,2242179,42,20.79,48.71,100.58,NA
2023-2024,Aug,31,UTTAR PRADESH,3139,JHANSI,3118939,215.071125728974,50,275,2362.609584334,2540,2,27921,3118939,972228,73362,26686,1747,84.49884,9155.045642434,61874,86600,132945,210272,2390,163531,259093,30461,6707.9372181,1269256,53,33.36,27.48,100.48,NA
2023-2024,Aug,31,UTTAR PRADESH,3143,FATEHPUR,2820072,215.422588032496,37,285,2290.137065756,5117,8,46888,2819953,902820,91346,1573,93,200.92347,8565.876269656,75477,83832,184246,230585,330,243088,315217,52005,6074.8157339,1357819,68,27.52,12.96,100.48,NA
2023-2024,Aug,31,UTTAR PRADESH,3156,MAU,3153553,227.997946651645,36,247,4351.55531390001,5382,12,23451,3152787,1086402,85049,46011,3242,143.46463,11683.3095662,86028,97018,187911,237766,334,243851,316037,28833,7188.28962230001,1670717,43,27.71,36.45,100.12,NA
2023-2024,Aug,31,UTTAR PRADESH,3170,KAUSHAMBI,1356337,220.9234277551,33,117,3278.606465664,1947,46,24055,1355196,582908,69171,1292,96,65.51738,6338.069301664,40462,48027,105329,146575,206,132700,183139,26002,2993.945456,666857,63,27.71,44.54,101.38,NA
2023-2024,Aug,31,UTTAR PRADESH,3172,KUSHI NAGAR,3061778,230.130378157587,31,349,4503.027240648,8381,5,40887,3061713,778741,84876,20332,2048,199.59143,11748.550375648,95759,114494,230704,313247,159,344032,467979,49268,7045.931705,1261648,41,40.86,14.56,101.71,NA
2023-2024,Aug,31,UTTAR PRADESH,3177,CHITRAKOOT,1561650,213.076920308648,38,62,1873.842484353,2243,7,24346,1561650,581472,76077,289,30,106.97238,5308.330590353,41044,55009,109455,177295,683,131199,247212,26589,3327.515726,729031,74,40.36,6.47,100.01,NA
2023-2024,Aug,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2475470,211.30215113611,34,117,4392.193564148,3510,2,53292,2477621,838339,95064,5280,535,172.37498,9799.835014148,72029,82080,182980,241746,301,234002,310217,56802,5235.26647,1263823,56,36.99,24.76,100.45,NA
2023-2024,Aug,31,UTTAR PRADESH,3181,AMETHI,2372982,218.516477904621,36,111,3468.020578445,9225,0,38836,2372917,642398,71830,106,2,140.31959,8793.554820445,65166,75955,168668,228616,317,216292,310558,48061,5185.214652,1021218,61,24.7,23.89,101.59,NA
2023-2024,Sep,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,600796,211.939881636936,33,41,456.70699203,746,5,8277,595625,169473,15142,884,118,12.46193,1731.53584203,17793,19806,44626,51181,152,75630,95474,9023,1262.36692,227978,18,36.4,44.79,105.05,NA
2023-2024,Sep,31,UTTAR PRADESH,3123,MAINPURI,2866349,210.744588718957,40,157,1525.396888164,5050,3,23054,2866118,743819,49556,4342,342,81.51814,7647.103619464,69999,82239,137947,178587,1328,182413,242044,28104,6040.1885913,1037611,41,41.81,18.23,99.95,NA
2023-2024,Sep,31,UTTAR PRADESH,3126,PILIBHIT,2123576,226.486466613757,29,423,2681.626667158,4984,1,29167,2123105,309865,48376,5057,611,92.31072,7582.482884158,71478,86321,171620,256048,274,211813,307882,34151,4808.545497,874467,54,18.73,19.59,100.24,NA
2023-2024,Sep,31,UTTAR PRADESH,3128,KHERI,4905105,216.239971168813,36,562,5104.843038325,16352,2,51748,4905105,1604692,184323,71394,8803,189.83926,15901.479936125,132605,160983,342067,479093,1955,449783,620111,68100,10606.7976378,1417306,56,31.79,17.14,100.15,NA
2023-2024,Sep,31,UTTAR PRADESH,3130,HARDOI,5122450,219.20387135056,39,255,4856.072444856,11166,4,57272,5121608,1705775,121193,6324,470,245.42707,16328.262526256,129846,142138,284911,342916,684,388296,520751,68438,11226.7630114,1347923,46,27.36,23.08,104.08,NA
2023-2024,Sep,31,UTTAR PRADESH,3133,RAE BARELI,2722378,209.612465679256,32,238,6349.34601105,14523,2,35981,2722406,1187121,168474,1251,246,200.70787,12256.55622345,84324,101792,229018,343860,870,293455,427760,50504,5706.5023424,1239585,44,24.76,20.98,100.5,NA
2023-2024,Sep,31,UTTAR PRADESH,3163,SONBHADRA,3451545,219.740079659348,37,459,3591.46010436901,8959,2,46404,3452200,1018522,94420,975487,91451,133.72605,11311.053184369,91144,122118,203859,311129,2167,253492,393009,55363,7585.86703,1817024,73,36.04,26.31,100.16,NA
2023-2024,Sep,31,UTTAR PRADESH,3166,HATHRAS,871102,209.95692871068,30,27,737.258997781,1559,12,10600,870986,283549,27906,928,63,47.95533,2613.909782881,28980,33842,64484,84471,170,75532,101997,12159,1828.6954551,193002,13,64.2,9.12,100.39,NA
2023-2024,Sep,31,UTTAR PRADESH,3170,KAUSHAMBI,1491224,222.101681383442,35,124,3314.857403664,2736,46,23439,1490023,633886,69197,1380,96,65.51738,6689.740919664,42290,50405,105371,146619,273,132783,182107,26175,3309.366136,729006,63,30.22,42.68,101.37,NA
2023-2024,Sep,31,UTTAR PRADESH,3180,KASHGANJ,1869215,214.444859660339,34,361,2545.302288503,1911,0,11226,1869215,410322,30405,1950,94,68.9466,6622.684372003,54616,63504,96129,132630,276,110028,151379,13137,4008.4354835,494119,24,46.47,14.1,100.68,NA
2023-2024,Sep,31,UTTAR PRADESH,3183,SHAMLI,222100,205.025155874771,31,8,63.3073759,314,2,5001,226945,39426,4485,599,48,2.14279,530.7445059,7193,8318,21349,26266,21,42602,53693,5315,465.29434,72887,16,28.17,33.75,99.69,NA
2023-2024,Oct,31,UTTAR PRADESH,3110,MORADABAD,2369224,218.167589712654,36,161,1864.319095166,3533,3,17094,2327403,458691,38691,1699,132,31.54551,6973.503633166,64399,75780,133382,179391,665,174897,244723,20627,5077.639028,654686,28,59.93,14.1,101.55,NA
2023-2024,Oct,31,UTTAR PRADESH,3123,MAINPURI,3324559,215.982556201305,40,184,1525.396888164,6167,3,22780,3324300,858182,49632,4919,344,81.51814,8786.823143964,82786,96533,138384,179078,2035,182980,236306,28947,7179.9081158,1198771,41,43.58,18.13,100,NA
2023-2024,Oct,31,UTTAR PRADESH,3124,BUDAUN,2336876,213.330965118291,34,322,1407.946729161,4560,7,36408,2335092,469231,41550,2109,180,102.03776,6491.458789161,66968,74501,163752,196866,861,211852,257296,40968,4981.4743,664809,50,39.12,16.72,101.67,NA
2023-2024,Oct,31,UTTAR PRADESH,3130,HARDOI,5757687,221.237295783329,42,307,4856.072444856,14495,3,55457,5756129,1909798,121286,7170,471,245.42707,17836.203656256,135963,149117,285384,343419,1269,389044,509999,69952,12734.7041414,1501477,47,28.24,22.23,103.92,NA
2023-2024,Oct,31,UTTAR PRADESH,3135,ETAWAH,1691162,222.415421521144,37,122,1484.539280138,3546,0,16541,1690793,582359,46040,1997,151,62.35439,5307.478048138,44989,50347,102096,124410,1042,124333,158795,20087,3760.584378,474521,36,27.59,26.72,100.56,NA
2023-2024,Oct,31,UTTAR PRADESH,3141,HAMIRPUR,3376448,213.968460311024,49,150,2326.240143597,3626,0,23651,3376013,641457,49126,682,60,72.66902,9622.512199597,68134,95970,128956,209025,3083,159821,267670,27277,7223.603036,1436261,60,48.81,19.02,101.15,NA
2023-2024,Oct,31,UTTAR PRADESH,3142,BANDA,2865137,219.788395730308,44,155,1421.358971222,8373,2,47566,2864375,548913,69005,140,26,98.38448,7815.307311422,63952,86846,163195,263261,1401,208962,333276,55939,6295.5638602,1461598,82,38.61,14.94,101.28,NA
2023-2024,Oct,31,UTTAR PRADESH,3143,FATEHPUR,3696847,228.581530537986,42,435,2730.207343256,8106,7,47437,3696380,1181107,91488,1995,96,200.92347,11380.372791756,86342,96420,185202,231626,1155,244368,308477,55543,8449.2419785,1775156,69,30.96,11.79,100.37,NA
2023-2024,Oct,31,UTTAR PRADESH,3144,PRATAPGARH,5249665,221.283299499967,47,273,3366.971316471,16914,27,54507,5249650,1906879,110327,13763,568,191.15401,15174.724058671,110914,116620,239478,271925,3308,315264,362644,71421,11616.5987322,2802715,58,32.74,16.74,102.97,NA
2023-2024,Oct,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,7488507,227.150899331346,41,268,10219.015601594,8316,9,31932,7486829,1733872,83219,265,14,249.50406,27474.919066494,182040,200076,304889,357398,3049,369046,433703,40248,17006.3994049,4174100,23,21.22,29.22,100.04,NA
2023-2024,Oct,31,UTTAR PRADESH,3163,SONBHADRA,3742297,224.269881507187,39,547,3591.46010436901,11914,1,43867,3743265,1092627,94427,1067641,91473,133.72605,12120.202134369,94330,126920,203893,311177,4124,253631,387536,55781,8395.01598,1965062,73,36.07,26.17,100.15,NA
2023-2024,Oct,31,UTTAR PRADESH,3171,CHANDAULI,3818690,225.181833664244,44,213,3458.242909464,10488,6,23095,3818758,1061503,68562,20522,1062,143.22104,12200.613237064,85247,112488,147520,219147,1868,173932,261757,33583,8599.1492876,1498320,41,48.61,19.22,108.38,NA
